0,0
146000,0
292000,0
438000,0
584000,0
0,170000
146000,170000
292000,170000
438000,170000
584000,170000
0,340000
146000,340000
292000,340000
438000,340000
584000,340000
0,510000
146000,510000
292000,510000
438000,510000
584000,510000
0,680000
146000,680000
292000,680000
438000,680000
584000,680000
